candidate_id,reason_code,note
CAND-0028,R12,"SHA-bound capture body is committed fixture HTML matching frozen D5 (scripts/create_s1_fixtures.py), not a live NTNI notice. Fixture prose is not a dated operational restriction. Originating source unverifiable (X10/R12). Live NTNI re-fetch is not historical completeness."
CAND-0029,R12,"SHA-bound capture body is committed fixture HTML matching frozen D5 (scripts/create_s1_fixtures.py), not a live NTNI notice. Fixture prose is not a dated operational restriction. Originating source unverifiable (X10/R12). Live NTNI re-fetch is not historical completeness."
CAND-0030,R12,"SHA-bound capture body is committed fixture HTML matching frozen D5 (scripts/create_s1_fixtures.py), not a live NTNI notice. Fixture prose is not a dated operational restriction. Originating source unverifiable (X10/R12). Live NTNI re-fetch is not historical completeness."
CAND-0031,R12,"SHA-bound capture body is committed fixture HTML matching frozen D5 (scripts/create_s1_fixtures.py), not a live NTNI notice. Fixture prose is not a dated operational restriction. Originating source unverifiable (X10/R12). Live NTNI re-fetch is not historical completeness."
CAND-0032,R12,"SHA-bound capture body is committed fixture HTML matching frozen D5 (scripts/create_s1_fixtures.py), not a live NTNI notice. Fixture prose is not a dated operational restriction. Originating source unverifiable (X10/R12). Live NTNI re-fetch is not historical completeness."
CAND-0033,R12,"SHA-bound capture body is committed fixture HTML matching frozen D5 (scripts/create_s1_fixtures.py), not a live NTNI notice. Fixture prose is not a dated operational restriction. Originating source unverifiable (X10/R12). Live NTNI re-fetch is not historical completeness."
CAND-0034,R12,"SHA-bound capture body is committed fixture HTML matching frozen D5 (scripts/create_s1_fixtures.py), not a live NTNI notice. Fixture prose is not a dated operational restriction. Originating source unverifiable (X10/R12). Live NTNI re-fetch is not historical completeness."
CAND-0035,R12,"SHA-bound capture body is committed fixture HTML matching frozen D5 (scripts/create_s1_fixtures.py), not a live NTNI notice. Fixture prose is not a dated operational restriction. Originating source unverifiable (X10/R12). Live NTNI re-fetch is not historical completeness."
CAND-0036,R12,"SHA-bound capture body is committed fixture HTML matching frozen D5 (scripts/create_s1_fixtures.py), not a live NTNI notice. Fixture prose is not a dated operational restriction. Originating source unverifiable (X10/R12). Live NTNI re-fetch is not historical completeness."
CAND-0037,R12,"SHA-bound capture body is committed fixture HTML matching frozen D5 (scripts/create_s1_fixtures.py), not a live NTNI notice. Fixture prose is not a dated operational restriction. Originating source unverifiable (X10/R12). Live NTNI re-fetch is not historical completeness."
CAND-0038,R3,"I2 fail (X1): POINT_ONLY 100NM HURDAT2 storm-node proximity is driver identity only. Protocol: a storm track is not an episode. No documented operational consequence (closure, restriction, outage, embargo, queueing, capacity reduction, or documented throughput decline)."
CAND-0039,R3,"I2 fail (X1): POINT_ONLY 100NM HURDAT2 storm-node proximity is driver identity only. Protocol: a storm track is not an episode. No documented operational consequence (closure, restriction, outage, embargo, queueing, capacity reduction, or documented throughput decline)."
CAND-0040,R3,"I2 fail (X1): POINT_ONLY 100NM HURDAT2 storm-node proximity is driver identity only. Protocol: a storm track is not an episode. No documented operational consequence (closure, restriction, outage, embargo, queueing, capacity reduction, or documented throughput decline)."
CAND-0041,R3,"I2 fail (X1): POINT_ONLY 100NM HURDAT2 storm-node proximity is driver identity only. Protocol: a storm track is not an episode. No documented operational consequence (closure, restriction, outage, embargo, queueing, capacity reduction, or documented throughput decline)."
CAND-0042,R3,"I2 fail (X1): POINT_ONLY 100NM HURDAT2 storm-node proximity is driver identity only. Protocol: a storm track is not an episode. No documented operational consequence (closure, restriction, outage, embargo, queueing, capacity reduction, or documented throughput decline)."
CAND-0043,R3,"I2 fail (X1): POINT_ONLY 100NM HURDAT2 storm-node proximity is driver identity only. Protocol: a storm track is not an episode. No documented operational consequence (closure, restriction, outage, embargo, queueing, capacity reduction, or documented throughput decline)."
CAND-0044,R3,"I2 fail (X1): POINT_ONLY 100NM HURDAT2 storm-node proximity is driver identity only. Protocol: a storm track is not an episode. No documented operational consequence (closure, restriction, outage, embargo, queueing, capacity reduction, or documented throughput decline)."
CAND-0045,R3,"I2 fail (X1): POINT_ONLY 100NM HURDAT2 storm-node proximity is driver identity only. Protocol: a storm track is not an episode. No documented operational consequence (closure, restriction, outage, embargo, queueing, capacity reduction, or documented throughput decline)."
CAND-0046,R3,"I2 fail (X1): POINT_ONLY 100NM HURDAT2 storm-node proximity is driver identity only. Protocol: a storm track is not an episode. No documented operational consequence (closure, restriction, outage, embargo, queueing, capacity reduction, or documented throughput decline)."
CAND-0047,R3,"I2 fail (X1): POINT_ONLY 100NM HURDAT2 storm-node proximity is driver identity only. Protocol: a storm track is not an episode. No documented operational consequence (closure, restriction, outage, embargo, queueing, capacity reduction, or documented throughput decline)."
CAND-0048,R3,"I2 fail (X1): POINT_ONLY 100NM HURDAT2 storm-node proximity is driver identity only. Protocol: a storm track is not an episode. No documented operational consequence (closure, restriction, outage, embargo, queueing, capacity reduction, or documented throughput decline)."
CAND-0049,R3,"I2 fail (X1): POINT_ONLY 100NM HURDAT2 storm-node proximity is driver identity only. Protocol: a storm track is not an episode. No documented operational consequence (closure, restriction, outage, embargo, queueing, capacity reduction, or documented throughput decline)."
CAND-0050,R3,"I2 fail (X1): POINT_ONLY 100NM HURDAT2 storm-node proximity is driver identity only. Protocol: a storm track is not an episode. No documented operational consequence (closure, restriction, outage, embargo, queueing, capacity reduction, or documented throughput decline)."
CAND-0051,R3,"I2 fail (X1): POINT_ONLY 100NM HURDAT2 storm-node proximity is driver identity only. Protocol: a storm track is not an episode. No documented operational consequence (closure, restriction, outage, embargo, queueing, capacity reduction, or documented throughput decline)."
CAND-0052,R3,"I2 fail (X1): POINT_ONLY 100NM HURDAT2 storm-node proximity is driver identity only. Protocol: a storm track is not an episode. No documented operational consequence (closure, restriction, outage, embargo, queueing, capacity reduction, or documented throughput decline)."
CAND-0053,R3,"I2 fail (X1): POINT_ONLY 100NM HURDAT2 storm-node proximity is driver identity only. Protocol: a storm track is not an episode. No documented operational consequence (closure, restriction, outage, embargo, queueing, capacity reduction, or documented throughput decline)."
CAND-0054,R3,"I2 fail (X1): POINT_ONLY 100NM HURDAT2 storm-node proximity is driver identity only. Protocol: a storm track is not an episode. No documented operational consequence (closure, restriction, outage, embargo, queueing, capacity reduction, or documented throughput decline)."
CAND-0055,R3,"I2 fail (X1): POINT_ONLY 100NM HURDAT2 storm-node proximity is driver identity only. Protocol: a storm track is not an episode. No documented operational consequence (closure, restriction, outage, embargo, queueing, capacity reduction, or documented throughput decline)."
CAND-0056,R3,"I2 fail (X1): POINT_ONLY 100NM HURDAT2 storm-node proximity is driver identity only. Protocol: a storm track is not an episode. No documented operational consequence (closure, restriction, outage, embargo, queueing, capacity reduction, or documented throughput decline)."
CAND-0057,R3,"I2 fail (X1): POINT_ONLY 100NM HURDAT2 storm-node proximity is driver identity only. Protocol: a storm track is not an episode. No documented operational consequence (closure, restriction, outage, embargo, queueing, capacity reduction, or documented throughput decline)."
CAND-0058,R3,"I2 fail (X1): POINT_ONLY 100NM HURDAT2 storm-node proximity is driver identity only. Protocol: a storm track is not an episode. No documented operational consequence (closure, restriction, outage, embargo, queueing, capacity reduction, or documented throughput decline)."
CAND-0059,R3,"I2 fail (X1): POINT_ONLY 100NM HURDAT2 storm-node proximity is driver identity only. Protocol: a storm track is not an episode. No documented operational consequence (closure, restriction, outage, embargo, queueing, capacity reduction, or documented throughput decline)."
CAND-0060,R3,"I2 fail (X1): POINT_ONLY 100NM HURDAT2 storm-node proximity is driver identity only. Protocol: a storm track is not an episode. No documented operational consequence (closure, restriction, outage, embargo, queueing, capacity reduction, or documented throughput decline)."
CAND-0061,R3,"I2 fail (X1): POINT_ONLY 100NM HURDAT2 storm-node proximity is driver identity only. Protocol: a storm track is not an episode. No documented operational consequence (closure, restriction, outage, embargo, queueing, capacity reduction, or documented throughput decline)."
CAND-0062,R3,"I2 fail (X1): POINT_ONLY 100NM HURDAT2 storm-node proximity is driver identity only. Protocol: a storm track is not an episode. No documented operational consequence (closure, restriction, outage, embargo, queueing, capacity reduction, or documented throughput decline)."
CAND-0063,R3,"I2 fail (X1): POINT_ONLY 100NM HURDAT2 storm-node proximity is driver identity only. Protocol: a storm track is not an episode. No documented operational consequence (closure, restriction, outage, embargo, queueing, capacity reduction, or documented throughput decline)."
CAND-0064,R3,"I2 fail (X1): POINT_ONLY 100NM HURDAT2 storm-node proximity is driver identity only. Protocol: a storm track is not an episode. No documented operational consequence (closure, restriction, outage, embargo, queueing, capacity reduction, or documented throughput decline)."
CAND-0065,R3,"I2 fail (X1): POINT_ONLY 100NM HURDAT2 storm-node proximity is driver identity only. Protocol: a storm track is not an episode. No documented operational consequence (closure, restriction, outage, embargo, queueing, capacity reduction, or documented throughput decline)."
CAND-0066,R3,"I2 fail (X1): POINT_ONLY 100NM HURDAT2 storm-node proximity is driver identity only. Protocol: a storm track is not an episode. No documented operational consequence (closure, restriction, outage, embargo, queueing, capacity reduction, or documented throughput decline)."
CAND-0067,R3,"I2 fail (X1): POINT_ONLY 100NM HURDAT2 storm-node proximity is driver identity only. Protocol: a storm track is not an episode. No documented operational consequence (closure, restriction, outage, embargo, queueing, capacity reduction, or documented throughput decline)."
CAND-0068,R3,"I2 fail (X1): POINT_ONLY 100NM HURDAT2 storm-node proximity is driver identity only. Protocol: a storm track is not an episode. No documented operational consequence (closure, restriction, outage, embargo, queueing, capacity reduction, or documented throughput decline)."
CAND-0069,R3,"I2 fail (X1): POINT_ONLY 100NM HURDAT2 storm-node proximity is driver identity only. Protocol: a storm track is not an episode. No documented operational consequence (closure, restriction, outage, embargo, queueing, capacity reduction, or documented throughput decline)."
CAND-0070,R3,"I2 fail (X1): POINT_ONLY 100NM HURDAT2 storm-node proximity is driver identity only. Protocol: a storm track is not an episode. No documented operational consequence (closure, restriction, outage, embargo, queueing, capacity reduction, or documented throughput decline)."
CAND-0071,R3,"I2 fail (X1): POINT_ONLY 100NM HURDAT2 storm-node proximity is driver identity only. Protocol: a storm track is not an episode. No documented operational consequence (closure, restriction, outage, embargo, queueing, capacity reduction, or documented throughput decline)."
CAND-0072,R3,"I2 fail (X1): POINT_ONLY 100NM HURDAT2 storm-node proximity is driver identity only. Protocol: a storm track is not an episode. No documented operational consequence (closure, restriction, outage, embargo, queueing, capacity reduction, or documented throughput decline)."
CAND-0073,R3,"I2 fail (X1): POINT_ONLY 100NM HURDAT2 storm-node proximity is driver identity only. Protocol: a storm track is not an episode. No documented operational consequence (closure, restriction, outage, embargo, queueing, capacity reduction, or documented throughput decline)."
CAND-0074,R3,"I2 fail (X1): POINT_ONLY 100NM HURDAT2 storm-node proximity is driver identity only. Protocol: a storm track is not an episode. No documented operational consequence (closure, restriction, outage, embargo, queueing, capacity reduction, or documented throughput decline)."
CAND-0075,R3,"I2 fail (X1): POINT_ONLY 100NM HURDAT2 storm-node proximity is driver identity only. Protocol: a storm track is not an episode. No documented operational consequence (closure, restriction, outage, embargo, queueing, capacity reduction, or documented throughput decline)."
CAND-0076,R3,"I2 fail (X1): POINT_ONLY 100NM HURDAT2 storm-node proximity is driver identity only. Protocol: a storm track is not an episode. No documented operational consequence (closure, restriction, outage, embargo, queueing, capacity reduction, or documented throughput decline)."
CAND-0077,R3,"I2 fail (X1): POINT_ONLY 100NM HURDAT2 storm-node proximity is driver identity only. Protocol: a storm track is not an episode. No documented operational consequence (closure, restriction, outage, embargo, queueing, capacity reduction, or documented throughput decline)."
CAND-0078,R3,"I2 fail (X1): POINT_ONLY 100NM HURDAT2 storm-node proximity is driver identity only. Protocol: a storm track is not an episode. No documented operational consequence (closure, restriction, outage, embargo, queueing, capacity reduction, or documented throughput decline)."
CAND-0079,R3,"I2 fail (X1): POINT_ONLY 100NM HURDAT2 storm-node proximity is driver identity only. Protocol: a storm track is not an episode. No documented operational consequence (closure, restriction, outage, embargo, queueing, capacity reduction, or documented throughput decline)."
CAND-0080,R3,"I2 fail (X1): POINT_ONLY 100NM HURDAT2 storm-node proximity is driver identity only. Protocol: a storm track is not an episode. No documented operational consequence (closure, restriction, outage, embargo, queueing, capacity reduction, or documented throughput decline)."
CAND-0081,R3,"I2 fail (X1): POINT_ONLY 100NM HURDAT2 storm-node proximity is driver identity only. Protocol: a storm track is not an episode. No documented operational consequence (closure, restriction, outage, embargo, queueing, capacity reduction, or documented throughput decline)."
CAND-0082,R3,"I2 fail (X1): POINT_ONLY 100NM HURDAT2 storm-node proximity is driver identity only. Protocol: a storm track is not an episode. No documented operational consequence (closure, restriction, outage, embargo, queueing, capacity reduction, or documented throughput decline)."
CAND-0083,R3,"I2 fail (X1): POINT_ONLY 100NM HURDAT2 storm-node proximity is driver identity only. Protocol: a storm track is not an episode. No documented operational consequence (closure, restriction, outage, embargo, queueing, capacity reduction, or documented throughput decline)."
CAND-0084,R3,"I2 fail (X1): POINT_ONLY 100NM HURDAT2 storm-node proximity is driver identity only. Protocol: a storm track is not an episode. No documented operational consequence (closure, restriction, outage, embargo, queueing, capacity reduction, or documented throughput decline)."
CAND-0085,R3,"I2 fail (X1): POINT_ONLY 100NM HURDAT2 storm-node proximity is driver identity only. Protocol: a storm track is not an episode. No documented operational consequence (closure, restriction, outage, embargo, queueing, capacity reduction, or documented throughput decline)."
CAND-0086,R3,"I2 fail (X1): POINT_ONLY 100NM HURDAT2 storm-node proximity is driver identity only. Protocol: a storm track is not an episode. No documented operational consequence (closure, restriction, outage, embargo, queueing, capacity reduction, or documented throughput decline)."
CAND-0087,R3,"I2 fail (X1): POINT_ONLY 100NM HURDAT2 storm-node proximity is driver identity only. Protocol: a storm track is not an episode. No documented operational consequence (closure, restriction, outage, embargo, queueing, capacity reduction, or documented throughput decline)."
CAND-0088,R3,"I2 fail (X1): POINT_ONLY 100NM HURDAT2 storm-node proximity is driver identity only. Protocol: a storm track is not an episode. No documented operational consequence (closure, restriction, outage, embargo, queueing, capacity reduction, or documented throughput decline)."
CAND-0089,R3,"I2 fail (X1): POINT_ONLY 100NM HURDAT2 storm-node proximity is driver identity only. Protocol: a storm track is not an episode. No documented operational consequence (closure, restriction, outage, embargo, queueing, capacity reduction, or documented throughput decline)."
CAND-0090,R3,"I2 fail (X1): POINT_ONLY 100NM HURDAT2 storm-node proximity is driver identity only. Protocol: a storm track is not an episode. No documented operational consequence (closure, restriction, outage, embargo, queueing, capacity reduction, or documented throughput decline)."
CAND-0091,R3,"I2 fail (X1): POINT_ONLY 100NM HURDAT2 storm-node proximity is driver identity only. Protocol: a storm track is not an episode. No documented operational consequence (closure, restriction, outage, embargo, queueing, capacity reduction, or documented throughput decline)."
CAND-0092,R3,"I2 fail (X1): POINT_ONLY 100NM HURDAT2 storm-node proximity is driver identity only. Protocol: a storm track is not an episode. No documented operational consequence (closure, restriction, outage, embargo, queueing, capacity reduction, or documented throughput decline)."
CAND-0093,R3,"I2 fail (X1): POINT_ONLY 100NM HURDAT2 storm-node proximity is driver identity only. Protocol: a storm track is not an episode. No documented operational consequence (closure, restriction, outage, embargo, queueing, capacity reduction, or documented throughput decline)."
CAND-0094,R3,"I2 fail (X1): POINT_ONLY 100NM HURDAT2 storm-node proximity is driver identity only. Protocol: a storm track is not an episode. No documented operational consequence (closure, restriction, outage, embargo, queueing, capacity reduction, or documented throughput decline)."
CAND-0095,R3,"I2 fail (X1): POINT_ONLY 100NM HURDAT2 storm-node proximity is driver identity only. Protocol: a storm track is not an episode. No documented operational consequence (closure, restriction, outage, embargo, queueing, capacity reduction, or documented throughput decline)."
CAND-0096,R3,"I2 fail (X1): POINT_ONLY 100NM HURDAT2 storm-node proximity is driver identity only. Protocol: a storm track is not an episode. No documented operational consequence (closure, restriction, outage, embargo, queueing, capacity reduction, or documented throughput decline)."
CAND-0097,R3,"I2 fail (X1): POINT_ONLY 100NM HURDAT2 storm-node proximity is driver identity only. Protocol: a storm track is not an episode. No documented operational consequence (closure, restriction, outage, embargo, queueing, capacity reduction, or documented throughput decline)."
CAND-0098,R3,"I2 fail (X1): POINT_ONLY 100NM HURDAT2 storm-node proximity is driver identity only. Protocol: a storm track is not an episode. No documented operational consequence (closure, restriction, outage, embargo, queueing, capacity reduction, or documented throughput decline)."
CAND-0099,R3,"I2 fail (X1): POINT_ONLY 100NM HURDAT2 storm-node proximity is driver identity only. Protocol: a storm track is not an episode. No documented operational consequence (closure, restriction, outage, embargo, queueing, capacity reduction, or documented throughput decline)."
CAND-0100,R3,"I2 fail (X1): POINT_ONLY 100NM HURDAT2 storm-node proximity is driver identity only. Protocol: a storm track is not an episode. No documented operational consequence (closure, restriction, outage, embargo, queueing, capacity reduction, or documented throughput decline)."
CAND-0101,R3,"I2 fail (X1): POINT_ONLY 100NM HURDAT2 storm-node proximity is driver identity only. Protocol: a storm track is not an episode. No documented operational consequence (closure, restriction, outage, embargo, queueing, capacity reduction, or documented throughput decline)."
CAND-0102,R3,"I2 fail (X1): POINT_ONLY 100NM HURDAT2 storm-node proximity is driver identity only. Protocol: a storm track is not an episode. No documented operational consequence (closure, restriction, outage, embargo, queueing, capacity reduction, or documented throughput decline)."
CAND-0103,R3,"I2 fail (X1): POINT_ONLY 100NM HURDAT2 storm-node proximity is driver identity only. Protocol: a storm track is not an episode. No documented operational consequence (closure, restriction, outage, embargo, queueing, capacity reduction, or documented throughput decline)."
CAND-0104,R3,"I2 fail (X1): POINT_ONLY 100NM HURDAT2 storm-node proximity is driver identity only. Protocol: a storm track is not an episode. No documented operational consequence (closure, restriction, outage, embargo, queueing, capacity reduction, or documented throughput decline)."
CAND-0105,R3,"I2 fail (X1): POINT_ONLY 100NM HURDAT2 storm-node proximity is driver identity only. Protocol: a storm track is not an episode. No documented operational consequence (closure, restriction, outage, embargo, queueing, capacity reduction, or documented throughput decline)."
CAND-0106,R3,"I2 fail (X1): POINT_ONLY 100NM HURDAT2 storm-node proximity is driver identity only. Protocol: a storm track is not an episode. No documented operational consequence (closure, restriction, outage, embargo, queueing, capacity reduction, or documented throughput decline)."
CAND-0107,R3,"I2 fail (X1): POINT_ONLY 100NM HURDAT2 storm-node proximity is driver identity only. Protocol: a storm track is not an episode. No documented operational consequence (closure, restriction, outage, embargo, queueing, capacity reduction, or documented throughput decline)."
CAND-0108,R3,"I2 fail (X1): POINT_ONLY 100NM HURDAT2 storm-node proximity is driver identity only. Protocol: a storm track is not an episode. No documented operational consequence (closure, restriction, outage, embargo, queueing, capacity reduction, or documented throughput decline)."
CAND-0109,R3,"I2 fail (X1): POINT_ONLY 100NM HURDAT2 storm-node proximity is driver identity only. Protocol: a storm track is not an episode. No documented operational consequence (closure, restriction, outage, embargo, queueing, capacity reduction, or documented throughput decline)."
CAND-0110,R3,"I2 fail (X1): POINT_ONLY 100NM HURDAT2 storm-node proximity is driver identity only. Protocol: a storm track is not an episode. No documented operational consequence (closure, restriction, outage, embargo, queueing, capacity reduction, or documented throughput decline)."
CAND-0111,R3,"I2 fail (X1): POINT_ONLY 100NM HURDAT2 storm-node proximity is driver identity only. Protocol: a storm track is not an episode. No documented operational consequence (closure, restriction, outage, embargo, queueing, capacity reduction, or documented throughput decline)."
CAND-0112,R3,"I2 fail (X1): POINT_ONLY 100NM HURDAT2 storm-node proximity is driver identity only. Protocol: a storm track is not an episode. No documented operational consequence (closure, restriction, outage, embargo, queueing, capacity reduction, or documented throughput decline)."
CAND-0113,R3,"I2 fail (X1): POINT_ONLY 100NM HURDAT2 storm-node proximity is driver identity only. Protocol: a storm track is not an episode. No documented operational consequence (closure, restriction, outage, embargo, queueing, capacity reduction, or documented throughput decline)."
CAND-0114,R3,"I2 fail (X1): POINT_ONLY 100NM HURDAT2 storm-node proximity is driver identity only. Protocol: a storm track is not an episode. No documented operational consequence (closure, restriction, outage, embargo, queueing, capacity reduction, or documented throughput decline)."
CAND-0115,R3,"I2 fail (X1): POINT_ONLY 100NM HURDAT2 storm-node proximity is driver identity only. Protocol: a storm track is not an episode. No documented operational consequence (closure, restriction, outage, embargo, queueing, capacity reduction, or documented throughput decline)."
CAND-0116,R3,"I2 fail (X1): POINT_ONLY 100NM HURDAT2 storm-node proximity is driver identity only. Protocol: a storm track is not an episode. No documented operational consequence (closure, restriction, outage, embargo, queueing, capacity reduction, or documented throughput decline)."
CAND-0117,R3,"I2 fail (X1): POINT_ONLY 100NM HURDAT2 storm-node proximity is driver identity only. Protocol: a storm track is not an episode. No documented operational consequence (closure, restriction, outage, embargo, queueing, capacity reduction, or documented throughput decline)."
CAND-0118,R3,"I2 fail (X1): POINT_ONLY 100NM HURDAT2 storm-node proximity is driver identity only. Protocol: a storm track is not an episode. No documented operational consequence (closure, restriction, outage, embargo, queueing, capacity reduction, or documented throughput decline)."
CAND-0119,R3,"I2 fail (X1): POINT_ONLY 100NM HURDAT2 storm-node proximity is driver identity only. Protocol: a storm track is not an episode. No documented operational consequence (closure, restriction, outage, embargo, queueing, capacity reduction, or documented throughput decline)."
CAND-0120,R3,"I2 fail (X1): POINT_ONLY 100NM HURDAT2 storm-node proximity is driver identity only. Protocol: a storm track is not an episode. No documented operational consequence (closure, restriction, outage, embargo, queueing, capacity reduction, or documented throughput decline)."
CAND-0121,R3,"I2 fail (X1): POINT_ONLY 100NM HURDAT2 storm-node proximity is driver identity only. Protocol: a storm track is not an episode. No documented operational consequence (closure, restriction, outage, embargo, queueing, capacity reduction, or documented throughput decline)."
CAND-0122,R3,"I2 fail (X1): POINT_ONLY 100NM HURDAT2 storm-node proximity is driver identity only. Protocol: a storm track is not an episode. No documented operational consequence (closure, restriction, outage, embargo, queueing, capacity reduction, or documented throughput decline)."
